clave,entidad,municipio,poblacion,ing_corr_tot_pc,anios_esc_mean,anios_esc_esp,ss_subin_salud,se_subin_educ,si_subin_ing,idh,gini,,
15096,México,Tequixquiac,39489,2908.578,8.752,13.048,0.891,0.654,0.72,0.749,0.34,,
15097,México,Texcaltitlán,18482,2438.319,7.668,12.69,0.752,0.608,0.693,0.682,0.38,,
15098,México,Texcalyacac,5736,2845.918,9.551,13.536,0.83,0.694,0.716,0.745,0.37,,
15099,México,Texcoco,277562,3214.664,9.909,13.096,0.837,0.694,0.735,0.753,0.38,,
15100,México,Tezoyuca,47044,2876.738,9.384,12.585,0.893,0.662,0.718,0.752,0.35,,
15101,México,Tianguistenco,84259,2535.732,8.94,12.405,0.81,0.643,0.699,0.714,0.37,,
15102,México,Timilpan,16414,2688.531,7.781,14.055,0.883,0.65,0.708,0.741,0.34,,
15103,México,Tlalmanalco,49196,3015.983,10.033,12.856,0.877,0.692,0.725,0.76,0.35,,
15104,México,Tlalnepantla de Baz,672202,4161.381,10.659,13.693,0.885,0.736,0.774,0.796,0.38,,
15105,México,Tlatlaya,31762,2302.901,6.273,12.168,0.874,0.547,0.684,0.689,0.37,,
15106,México,Toluca,910608,3329.964,10.134,13.725,0.854,0.719,0.74,0.769,0.4,,
15107,México,Tonatico,12912,3183.647,8.176,12.624,0.915,0.623,0.733,0.748,0.35,,
15108,México,Tultepec,157645,3631.071,10.306,13.453,0.871,0.717,0.753,0.778,0.35,,
15109,México,Tultitlán,516341,3453.827,9.904,13.348,0.843,0.701,0.746,0.761,0.35,,
15110,México,Valle de Bravo,61590,2710.385,8.273,12.767,0.829,0.63,0.709,0.718,0.37,,
15111,México,Villa de Allende,53275,1739.179,6.402,11.531,0.758,0.534,0.642,0.638,0.36,,
15112,México,Villa del Carbón,51498,2345.689,7.59,12.115,0.687,0.59,0.687,0.653,0.36,,
15113,México,Villa Guerrero,69086,2265.366,6.273,9.61,0.756,0.476,0.682,0.626,0.32,,
15114,México,Villa Victoria,108196,1858.31,6.015,10.335,0.726,0.488,0.652,0.614,0.37,,
15115,México,Xonacatlán,54633,2674.06,8.846,13.102,0.795,0.659,0.707,0.718,0.37,,
15116,México,Zacazonapan,5109,2896.126,7.058,11.602,0.859,0.558,0.719,0.701,0.37,,
15117,México,Zacualpan,13522,2164.088,6.444,11.608,0.833,0.537,0.675,0.671,0.38,,
15118,México,Zinacantepec,203872,3087.043,9.306,12.868,0.836,0.668,0.729,0.741,0.4,,
15119,México,Zumpahuacán,18833,1896.992,6.312,11.15,0.682,0.52,0.655,0.615,0.34,,
15120,México,Zumpango,280455,2962.196,9.224,12.758,0.892,0.662,0.723,0.753,0.34,,
15121,México,Cuautitlán Izcalli,555163,4555.831,11.39,14.276,0.908,0.776,0.788,0.822,0.38,,
15122,México,Valle de Chalco Solidaridad,391731,2588.637,8.687,12.852,0.868,0.647,0.702,0.733,0.35,,
15123,México,Luvianos,28822,1872.616,5.922,11.59,0.828,0.519,0.653,0.655,0.39,,
15124,México,San José del Rincón,100082,1643.172,5.861,10.421,0.735,0.485,0.633,0.609,0.37,,
15125,México,Tonanitla,14883,3330.996,9.956,12.266,0.897,0.673,0.74,0.764,0.37,,
16001,Michoacán de Ocampo,Acuitzio,11301,2650.341,6.939,11.608,0.795,0.554,0.706,0.677,0.32,,
16002,Michoacán de Ocampo,Aguililla,14754,2828.878,5.457,8.644,0.791,0.422,0.716,0.621,0.34,,
16003,Michoacán de Ocampo,Álvaro Obregón,23000,2354.371,6.852,10.891,0.759,0.531,0.688,0.652,0.34,,
16004,Michoacán de Ocampo,Angamacutiro,14943,2760.212,6.331,11.34,0.632,0.526,0.712,0.619,0.32,,
16005,Michoacán de Ocampo,Angangueo,10892,2500.544,8.195,11.303,0.818,0.587,0.697,0.694,0.38,,
16006,Michoacán de Ocampo,Apatzingán,126191,3751.055,7.418,10.445,0.818,0.537,0.758,0.693,0.32,,
16007,Michoacán de Ocampo,Aporo,3529,2290.486,7.35,12.315,0.694,0.587,0.684,0.653,0.34,,
16008,Michoacán de Ocampo,Aquila,24676,2688.214,6.139,11.29,0.729,0.518,0.708,0.644,0.37,,
16009,Michoacán de Ocampo,Ario,36268,3281.963,7.461,11.547,0.863,0.569,0.738,0.713,0.33,,
16010,Michoacán de Ocampo,Arteaga,20332,3052.95,6.461,12.811,0.756,0.571,0.727,0.68,0.34,,
16011,Michoacán de Ocampo,Briseñas,11681,3287.405,7.308,10.665,0.849,0.54,0.738,0.697,0.32,,
16012,Michoacán de Ocampo,Buenavista,45538,3044.403,5.614,9.309,0.888,0.446,0.727,0.66,0.28,,
16013,Michoacán de Ocampo,Carácuaro,9176,2458.356,5.594,10.591,0.888,0.481,0.694,0.667,0.35,,
16014,Michoacán de Ocampo,Coahuayana,17022,3498.389,6.7,9.935,0.658,0.499,0.748,0.626,0.33,,
16015,Michoacán de Ocampo,Coalcomán de Vázquez Pallares,19633,2918.863,6.232,10.946,0.804,0.512,0.72,0.667,0.33,,
16016,Michoacán de Ocampo,Coeneo,20965,2788.197,6.213,11.231,0.749,0.519,0.713,0.652,0.33,,
16017,Michoacán de Ocampo,Contepec,35070,2355.186,6.306,11.044,0.779,0.517,0.688,0.652,0.33,,
16018,Michoacán de Ocampo,Copándaro,9484,2212.668,6.08,11.18,0.737,0.513,0.678,0.635,0.31,,
16019,Michoacán de Ocampo,Cotija,20198,3098.628,5.903,10.6,0.755,0.491,0.729,0.647,0.3,,
16020,Michoacán de Ocampo,Cuitzeo,29910,2433.313,6.597,11.786,0.778,0.547,0.693,0.666,0.34,,
16021,Michoacán de Ocampo,Charapan,13539,2011.567,6.045,10.516,0.878,0.494,0.664,0.66,0.33,,
16022,Michoacán de Ocampo,Charo,25138,2841.013,6.962,11.96,0.766,0.564,0.716,0.676,0.31,,
16023,Michoacán de Ocampo,Chavinda,10417,2967.078,6.083,10.39,0.859,0.491,0.723,0.673,0.3,,
16024,Michoacán de Ocampo,Cherán,20586,2395.656,7.581,11.413,0.816,0.57,0.69,0.685,0.4,,
16025,Michoacán de Ocampo,Chilchota,40560,2543.362,7.054,11.352,0.856,0.55,0.699,0.691,0.35,,
16026,Michoacán de Ocampo,Chinicuila,4773,2591.155,6.007,11.154,0.685,0.51,0.702,0.626,0.32,,
16027,Michoacán de Ocampo,Chucándiro,4944,2439.568,5.276,11.766,0.881,0.503,0.693,0.674,0.3,,
16028,Michoacán de Ocampo,Churintzio,5233,3409.447,6.707,12.432,0.824,0.569,0.744,0.704,0.29,,
16029,Michoacán de Ocampo,Churumuco,12342,2394.691,5.702,11.027,0.883,0.496,0.69,0.671,0.34,,
16030,Michoacán de Ocampo,Ecuandureo,11850,2915.947,5.38,10.448,0.818,0.47,0.72,0.652,0.31,,
16031,Michoacán de Ocampo,Epitacio Huerta,16112,2370.005,5.887,11.137,0.691,0.506,0.689,0.622,0.32,,
16032,Michoacán de Ocampo,Erongarícuaro,15715,2490.979,7.393,12.261,0.799,0.587,0.696,0.688,0.36,,
16033,Michoacán de Ocampo,Gabriel Zamora,21466,3078.809,6.956,11.105,0.887,0.54,0.728,0.704,0.33,,
16034,Michoacán de Ocampo,Hidalgo,125712,2600.208,7.193,11.507,0.76,0.559,0.703,0.669,0.38,,
16035,Michoacán de Ocampo,La Huacana,30627,2637.839,6.598,11.126,0.853,0.529,0.705,0.683,0.36,,
16036,Michoacán de Ocampo,Huandacareo,11644,2986.512,6.489,12.713,0.814,0.569,0.724,0.695,0.31,,
16037,Michoacán de Ocampo,Huaniqueo,7945,2823.671,5.676,10.809,0.636,0.489,0.715,0.606,0.31,,
16038,Michoacán de Ocampo,Huetamo,41973,3521.631,7.314,12.036,0.876,0.578,0.749,0.724,0.34,,
16039,Michoacán de Ocampo,Huiramba,9015,2652.465,7.287,11.842,0.873,0.572,0.706,0.706,0.31,,
16040,Michoacán de Ocampo,Indaparapeo,18385,2449.59,6.331,10.854,0.877,0.513,0.694,0.678,0.33,,
16041,Michoacán de Ocampo,Irimbo,16043,2348.685,6.525,12.092,0.679,0.553,0.687,0.637,0.34,,
16042,Michoacán de Ocampo,Ixtlán,14302,2760.98,5.87,9.538,0.886,0.461,0.712,0.662,0.31,,
16043,Michoacán de Ocampo,Jacona,68781,3493.293,6.755,9.994,0.791,0.503,0.747,0.667,0.33,,
16044,Michoacán de Ocampo,Jiménez,12946,2840.89,6.541,10.38,0.885,0.506,0.716,0.684,0.33,,
16045,Michoacán de Ocampo,Jiquilpan,36158,3653.472,8.531,12.68,0.821,0.637,0.754,0.733,0.34,,
16046,Michoacán de Ocampo,Juárez,14936,2663.211,6.865,11.048,0.766,0.536,0.706,0.662,0.34,,
16047,Michoacán de Ocampo,Jungapeo,19834,2748.662,7.282,11.308,0.728,0.557,0.711,0.661,0.33,,
16048,Michoacán de Ocampo,Lagunillas,5745,2723.345,7.178,12.231,0.82,0.579,0.71,0.696,0.3,,
16049,Michoacán de Ocampo,Madero,19086,2156.04,5.73,9.587,0.777,0.457,0.675,0.621,0.36,,
16050,Michoacán de Ocampo,Maravatío,89311,2791.635,7.231,10.991,0.804,0.546,0.714,0.679,0.35,,
16051,Michoacán de Ocampo,Marcos Castellanos,13983,3650.303,7.532,11.35,0.85,0.566,0.754,0.713,0.31,,
16052,Michoacán de Ocampo,Lázaro Cárdenas,196003,4382.787,9.357,13.267,0.852,0.68,0.782,0.768,0.32,,
16053,Michoacán de Ocampo,Morelia,849053,4731.456,10.741,14.094,0.898,0.75,0.793,0.811,0.34,,
16054,Michoacán de Ocampo,Morelos,7983,2856.383,5.87,11.795,0.799,0.523,0.717,0.669,0.31,,
16055,Michoacán de Ocampo,Múgica,45732,3326.501,7.046,10.442,0.879,0.525,0.74,0.699,0.33,,
16056,Michoacán de Ocampo,Nahuatzen,32598,2309.629,6.618,11.764,0.831,0.547,0.685,0.678,0.36,,
16057,Michoacán de Ocampo,Nocupétaro,8196,2613.982,5.96,11.085,0.881,0.507,0.704,0.68,0.34,,
16058,Michoacán de Ocampo,Nuevo Parangaricutiro,20981,2825.878,7.504,12.134,0.823,0.587,0.715,0.702,0.31,,
16059,Michoacán de Ocampo,Nuevo Urecho,9027,2608.153,6.247,11.16,0.875,0.518,0.703,0.683,0.3,,
16060,Michoacán de Ocampo,Numarán,9437,2828.151,6.717,11.089,0.751,0.532,0.716,0.659,0.3,,
16061,Michoacán de Ocampo,Ocampo,24774,1829.318,6.447,10.79,0.79,0.515,0.65,0.642,0.36,,
16062,Michoacán de Ocampo,Pajacuarán,21028,2419.548,6.362,10.333,0.694,0.499,0.692,0.621,0.35,,
16063,Michoacán de Ocampo,Panindícuaro,14889,2765.777,5.702,10.888,0.763,0.492,0.712,0.645,0.31,,
16064,Michoacán de Ocampo,Parácuaro,26832,2577.604,6.195,10.22,0.882,0.49,0.701,0.672,0.33,,
16065,Michoacán de Ocampo,Paracho,39657,3044.166,7.854,12.193,0.887,0.601,0.727,0.729,0.38,,
16066,Michoacán de Ocampo,Pátzcuaro,98382,3234.325,8.769,11.948,0.776,0.624,0.736,0.709,0.39,,
16067,Michoacán de Ocampo,Penjamillo,16621,2658.641,5.734,11.125,0.732,0.5,0.706,0.637,0.32,,
16068,Michoacán de Ocampo,Peribán,29389,3525.934,7.09,10.669,0.862,0.533,0.749,0.701,0.3,,
16069,Michoacán de Ocampo,La Piedad,106490,3931.192,8.48,11.902,0.774,0.613,0.765,0.713,0.33,,
16070,Michoacán de Ocampo,Purépero,15503,3273.86,7.109,11.401,0.787,0.554,0.738,0.685,0.29,,
16071,Michoacán de Ocampo,Puruándiro,69260,3021.229,6.673,11.429,0.787,0.54,0.725,0.675,0.33,,
16072,Michoacán de Ocampo,Queréndaro,13961,2663.481,6.853,11.991,0.824,0.562,0.706,0.689,0.35,,
16073,Michoacán de Ocampo,Quiroga,27176,2637.207,6.746,11.134,0.888,0.534,0.705,0.694,0.33,,
16074,Michoacán de Ocampo,Cojumatlán de Régules,10553,2711.524,5.947,10.265,0.863,0.483,0.709,0.666,0.31,,
16075,Michoacán de Ocampo,Los Reyes,78935,3741.028,7.278,9.996,0.83,0.52,0.758,0.689,0.32,,
16076,Michoacán de Ocampo,Sahuayo,78477,3576.467,7.472,10.874,0.798,0.551,0.751,0.691,0.3,,
16077,Michoacán de Ocampo,San Lucas,17677,2788.3,6.383,11.362,0.714,0.528,0.713,0.646,0.34,,
16078,Michoacán de Ocampo,Santa Ana Maya,12812,2680.458,6.978,12.555,0.875,0.581,0.707,0.711,0.33,,
16079,Michoacán de Ocampo,Salvador Escalante,49896,2562.768,6.392,10.348,0.715,0.501,0.701,0.631,0.32,,
16080,Michoacán de Ocampo,Senguio,19833,2217.284,6.218,10.978,0.819,0.512,0.679,0.658,0.32,,
16081,Michoacán de Ocampo,Susupuato,9076,1955.382,5.063,10.462,0.808,0.459,0.66,0.626,0.31,,
16082,Michoacán de Ocampo,Tacámbaro,79540,3208.579,7.543,11.331,0.841,0.566,0.735,0.705,0.32,,
16083,Michoacán de Ocampo,Tancítaro,33453,3378.921,6.059,10.279,0.888,0.487,0.742,0.685,0.29,,
16084,Michoacán de Ocampo,Tangamandapio,31716,2700.12,6.287,11.137,0.869,0.519,0.709,0.684,0.35,,
16085,Michoacán de Ocampo,Tangancícuaro,35256,3292.287,6.617,10.873,0.852,0.523,0.738,0.69,0.31,,
16086,Michoacán de Ocampo,Tanhuato,15534,3428.589,7.001,11.145,0.793,0.543,0.745,0.684,0.31,,
16087,Michoacán de Ocampo,Taretan,15589,3161.023,7.057,10.224,0.774,0.519,0.732,0.665,0.32,,
16088,Michoacán de Ocampo,Tarímbaro,114513,3873.236,9.294,12.671,0.76,0.662,0.763,0.727,0.32,,
16089,Michoacán de Ocampo,Tepalcatepec,24074,3633.248,6.432,10.779,0.873,0.514,0.753,0.696,0.28,,
16090,Michoacán de Ocampo,Tingambato,16325,2737.107,8.146,12.351,0.844,0.615,0.711,0.717,0.36,,
16091,Michoacán de Ocampo,Tingüindín,14934,3388.316,7.032,11.093,0.763,0.543,0.743,0.675,0.32,,
16092,Michoacán de Ocampo,Tiquicheo de Nicolás Romero,12836,2695.871,5.481,10.913,0.892,0.486,0.708,0.674,0.35,,
16093,Michoacán de Ocampo,Tlalpujahua,28556,2328.439,7.306,11.167,0.625,0.554,0.686,0.619,0.37,,
16094,Michoacán de Ocampo,Tlazazalca,6420,3200.48,5.202,9.149,0.845,0.428,0.734,0.642,0.28,,
16095,Michoacán de Ocampo,Tocumbo,12325,3533.284,6.971,10.882,0.876,0.535,0.749,0.705,0.31,,
16096,Michoacán de Ocampo,Tumbiscatío,5971,2386.871,4.852,10.246,0.787,0.446,0.69,0.624,0.33,,
16097,Michoacán de Ocampo,Turicato,29056,2439.645,5.187,10.342,0.882,0.46,0.693,0.655,0.33,,
16098,Michoacán de Ocampo,Tuxpan,25757,2738.403,7.15,11.594,0.825,0.56,0.711,0.69,0.34,,
16099,Michoacán de Ocampo,Tuzantla,14329,2246.411,5.707,11.006,0.725,0.496,0.681,0.626,0.35,,
16100,Michoacán de Ocampo,Tzintzuntzan,14911,2478.323,7.363,11.853,0.833,0.575,0.696,0.693,0.37,,
16101,Michoacán de Ocampo,Tzitzio,8855,1969.142,5.475,10.874,0.842,0.485,0.661,0.646,0.33,,
16102,Michoacán de Ocampo,Uruapan,356786,3785.364,8.894,12.258,0.893,0.637,0.76,0.756,0.34,,
16103,Michoacán de Ocampo,Venustiano Carranza,23469,2813.847,6.999,10.954,0.833,0.538,0.715,0.684,0.33,,
16104,Michoacán de Ocampo,Villamar,15864,3118.428,6.151,10.664,0.728,0.501,0.73,0.643,0.32,,
16105,Michoacán de Ocampo,Vista Hermosa,20982,3311.749,7.029,11.137,0.756,0.544,0.739,0.672,0.3,,
16106,Michoacán de Ocampo,Yurécuaro,32303,3443.839,7.026,9.276,0.841,0.492,0.745,0.675,0.32,,
16107,Michoacán de Ocampo,Zacapu,76829,3239.05,8.679,11.583,0.833,0.611,0.736,0.721,0.36,,
16108,Michoacán de Ocampo,Zamora,204860,3546.559,8.2,11.571,0.851,0.595,0.75,0.724,0.34,,
16109,Michoacán de Ocampo,Zináparo,3232,3245.71,6.635,12.395,0.854,0.565,0.736,0.708,0.3,,
16110,Michoacán de Ocampo,Zinapécuaro,49005,2729.82,6.776,11.718,0.889,0.551,0.71,0.703,0.33,,
16111,Michoacán de Ocampo,Ziracuaretiro,18402,2444.793,7.066,10.426,0.882,0.525,0.694,0.685,0.34,,
16112,Michoacán de Ocampo,Zitácuaro,157056,2768.764,8.528,12.283,0.777,0.625,0.712,0.702,0.39,,
16113,Michoacán de Ocampo,José Sixto Verduzco,26213,2748.45,6.352,12.307,0.868,0.554,0.711,0.699,0.32,,
17001,Morelos,Amacuzac,17598,2274.803,7.456,11.5,0.889,0.568,0.683,0.701,0.36,,
17002,Morelos,Atlatlahucan,25232,3082.382,9.024,12.79,0.886,0.656,0.729,0.751,0.41,,
17003,Morelos,Axochiapan,39174,2221.774,7.402,11.196,0.887,0.558,0.679,0.695,0.39,,
17004,Morelos,Ayala,89834,2667.052,7.895,11.842,0.895,0.592,0.707,0.721,0.36,,
17005,Morelos,Coatlán del Río,10520,2130.023,7.22,11.529,0.892,0.561,0.673,0.696,0.34,,
17006,Morelos,Cuautla,187118,3335.804,9.686,12.916,0.896,0.682,0.74,0.768,0.38,,
17007,Morelos,Cuernavaca,378476,4486.266,11.653,14.614,0.9,0.794,0.785,0.825,0.41,,
17008,Morelos,Emiliano Zapata,107053,3484.519,9.973,12.863,0.887,0.69,0.747,0.77,0.39,,
17009,Morelos,Huitzilac,24515,3233.065,10.067,13.35,0.836,0.706,0.736,0.758,0.39,,
17010,Morelos,Jantetelco,18402,2524.823,8.342,12.908,0.841,0.637,0.698,0.72,0.36,,
17011,Morelos,Jiutepec,215357,3646.963,10.292,13.767,0.902,0.725,0.754,0.79,0.38,,
17012,Morelos,Jojutla,57682,2837.655,9.51,12.959,0.896,0.677,0.716,0.757,0.36,,
17013,Morelos,Jonacatepec de Leandro Valle,16694,2505.664,8.48,11.421,0.825,0.6,0.697,0.701,0.4,,
17014,Morelos,Mazatepec,9653,2850.095,8.239,11.798,0.883,0.602,0.717,0.725,0.38,,
17015,Morelos,Miacatlán,15802,2951.363,8.575,12.869,0.896,0.643,0.722,0.747,0.37,,
17016,Morelos,Ocuituco,19219,1963.422,8.12,12.155,0.75,0.608,0.66,0.67,0.37,,
17017,Morelos,Puente de Ixtla,40018,2642.296,8.787,12.781,0.904,0.648,0.705,0.745,0.39,,
17018,Morelos,Temixco,122263,2761.838,8.742,12.459,0.884,0.638,0.712,0.738,0.39,,
17019,Morelos,Tepalcingo,28122,2385.711,7.727,12.456,0.884,0.604,0.69,0.717,0.37,,
17020,Morelos,Tepoztlán,54987,3339.743,9.787,13.052,0.892,0.689,0.741,0.769,0.38,,
17021,Morelos,Tetecala,7617,2781.491,8.388,11.643,0.9,0.603,0.713,0.729,0.38,,
17022,Morelos,Tetela del Volcán,14853,1894.701,8.118,12.228,0.839,0.61,0.655,0.695,0.38,,
17023,Morelos,Tlalnepantla,7943,2255.47,7.974,11.192,0.897,0.577,0.681,0.706,0.37,,
17024,Morelos,Tlaltizapán de Zapata,52399,2566.304,8.567,12.515,0.895,0.633,0.701,0.735,0.35,,
17025,Morelos,Tlaquiltenango,33789,2595.312,8.061,12.289,0.898,0.61,0.703,0.728,0.36,,
17026,Morelos,Tlayacapan,19408,2907.332,8.717,12.187,0.853,0.629,0.72,0.728,0.36,,
17027,Morelos,Totolapan,12750,2311.45,8.195,11.661,0.883,0.597,0.685,0.712,0.36,,
17028,Morelos,Xochitepec,73539,2779.286,8.902,12.141,0.896,0.634,0.713,0.74,0.37,,
17029,Morelos,Yautepec,105780,3040.284,9.234,12.273,0.881,0.649,0.726,0.746,0.36,,
17030,Morelos,Yecapixtla,56083,2415.331,8.491,12.226,0.9,0.623,0.692,0.729,0.37,,
17031,Morelos,Zacatepec,36094,3158.545,9.994,13.669,0.903,0.713,0.732,0.778,0.36,,
17032,Morelos,Zacualpan de Amilpas,9965,2809.903,9.125,13.637,0.885,0.683,0.715,0.756,0.38,,
17033,Morelos,Temoac,16574,2109.331,8.013,12.885,0.892,0.625,0.671,0.721,0.36,,
18001,Nayarit,Acaponeta,37232,3571.862,8.692,13.18,0.891,0.656,0.751,0.76,0.38,,
18002,Nayarit,Ahuacatlán,15393,4300.439,8.612,12.819,0.879,0.643,0.779,0.761,0.33,,
18003,Nayarit,Amatlán de Cañas,11536,3763.347,7.669,12.511,0.912,0.603,0.759,0.747,0.33,,
18004,Nayarit,Compostela,77436,4000.664,8.075,12.206,0.898,0.608,0.768,0.749,0.35,,
18005,Nayarit,Huajicori,12230,1696.939,7.081,12.197,0.833,0.575,0.638,0.673,0.44,,
18006,Nayarit,Ixtlán del Río,29299,4529.186,8.85,12.18,0.896,0.633,0.787,0.764,0.36,,
18007,Nayarit,Jala,19321,2953.951,8.375,12.234,0.79,0.619,0.722,0.707,0.4,,
18008,Nayarit,Xalisco,65229,5327.309,10.484,14.064,0.917,0.74,0.811,0.819,0.37,,
18009,Nayarit,Del Nayar,47550,1058.151,4.626,9.61,0.79,0.421,0.567,0.574,0.48,,
18010,Nayarit,Rosamorada,33567,3109.983,7.548,11.936,0.902,0.583,0.73,0.727,0.34,,
18011,Nayarit,Ruíz,24096,3684.69,8.308,12.022,0.885,0.611,0.755,0.742,0.36,,
18012,Nayarit,San Blas,41518,3413.975,7.279,12.127,0.89,0.58,0.744,0.727,0.32,,
18013,Nayarit,San Pedro Lagunillas,7683,3670.163,7.832,13.245,0.899,0.629,0.755,0.753,0.33,,
18014,Nayarit,Santa María del Oro,24911,3535.037,7.812,13.098,0.888,0.624,0.749,0.746,0.33,,
18015,Nayarit,Santiago Ixcuintla,93981,4309.067,8.321,12.39,0.871,0.622,0.779,0.75,0.32,,
18016,Nayarit,Tecuala,37135,3860.016,8.428,13.42,0.895,0.654,0.762,0.764,0.34,,
18017,Nayarit,Tepic,425924,5615.198,10.83,14.218,0.915,0.756,0.819,0.827,0.37,,
18018,Nayarit,Tuxpan,30064,4303.267,8.74,13.143,0.896,0.656,0.779,0.771,0.35,,
18019,Nayarit,La Yesca,13719,1733.216,5.826,10.996,0.869,0.5,0.642,0.653,0.4,,
18020,Nayarit,Bahía de Banderas,187632,4381.966,8.889,11.994,0.89,0.629,0.782,0.759,0.36,,
19001,Nuevo León,Abasolo,2974,4398.196,9.022,12.21,0.91,0.64,0.782,0.769,0.28,,
19002,Nuevo León,Agualeguas,3382,4782.601,7.707,11.889,0.896,0.587,0.795,0.748,0.29,,
19003,Nuevo León,Los Aldamas,1407,4617.771,6.645,10.943,0.873,0.525,0.79,0.713,0.3,,
19004,Nuevo León,Allende,35289,4423.435,8.688,11.446,0.91,0.608,0.783,0.757,0.3,,
19005,Nuevo León,Anáhuac,18030,4470.165,7.84,11.743,0.826,0.588,0.785,0.725,0.32,,
19006,Nuevo León,Apodaca,656464,5780.195,10.894,13.562,0.911,0.74,0.823,0.822,0.31,,
19007,Nuevo León,Aramberri,14992,2704.248,6.9,12.406,0.804,0.575,0.709,0.689,0.38,,
19008,Nuevo León,Bustamante,3661,4322.396,8.438,12.643,0.778,0.632,0.78,0.727,0.31,,
19009,Nuevo León,Cadereyta Jiménez,122337,4876.577,9.022,11.792,0.897,0.628,0.798,0.766,0.3,,
19010,Nuevo León,El Carmen,104478,4194.813,9.181,10.814,0.921,0.606,0.775,0.756,0.3,,
19011,Nuevo León,Cerralvo,7340,6501.375,7.132,10.937,0.907,0.542,0.841,0.745,0.3,,
19012,Nuevo León,Ciénega de Flores,68747,4660.154,9.221,10.568,0.872,0.601,0.791,0.746,0.29,,
19013,Nuevo León,China,9930,5939.94,7.262,10.914,0.878,0.545,0.828,0.735,0.32,,
19014,Nuevo León,Doctor Arroyo,36088,2565.345,6.732,11.803,0.896,0.552,0.701,0.703,0.39,,
19015,Nuevo León,Doctor Coss,1360,4517.819,6.623,12.075,0.899,0.556,0.786,0.732,0.31,,
19016,Nuevo León,Doctor González,3256,4076.059,7.371,11.614,0.881,0.568,0.771,0.728,0.3,,
19017,Nuevo León,Galeana,40903,3160.196,7.6,12.121,0.853,0.59,0.732,0.717,0.36,,
19018,Nuevo León,García,397205,4918.985,10.061,11.869,0.854,0.665,0.799,0.768,0.31,,
19019,Nuevo León,San Pedro Garza García,132169,11295.532,14.017,14.943,0.902,0.882,0.925,0.903,0.37,,
19020,Nuevo León,General Bravo,5506,5555.451,7.128,12.042,0.879,0.572,0.817,0.743,0.36,,
19021,Nuevo León,General Escobedo,481213,5157.796,10.073,12.639,0.912,0.687,0.806,0.796,0.34,,
19022,Nuevo León,General Terán,14109,6997.961,7.708,11.068,0.878,0.564,0.852,0.75,0.42,,
19023,Nuevo León,General Treviño,1808,4762.243,7.823,10.579,0.899,0.555,0.794,0.734,0.29,,
19024,Nuevo León,General Zaragoza,6282,2363.934,6.976,12.225,0.809,0.572,0.688,0.683,0.41,,
19025,Nuevo León,General Zuazua,102149,4447.012,9.165,11.741,0.823,0.632,0.784,0.741,0.29,,
19026,Nuevo León,Guadalupe,643143,6165.19,10.626,13.473,0.916,0.728,0.833,0.822,0.33,,
19027,Nuevo León,Los Herreras,1959,4929.895,7.078,10.496,0.877,0.528,0.799,0.718,0.31,,
19028,Nuevo León,Higueras,1386,4773.758,8.101,12.558,0.818,0.619,0.795,0.738,0.29,,
19029,Nuevo León,Hualahuises,7026,4973.029,8.566,13.352,0.896,0.656,0.801,0.778,0.32,,
19030,Nuevo León,Iturbide,3298,2993.779,6.923,11.639,0.905,0.554,0.724,0.713,0.34,,
19031,Nuevo León,Juárez,471523,4771.773,9.827,11.731,0.895,0.653,0.795,0.775,0.3,,
19032,Nuevo León,Lampazos de Naranjo,5351,5678.457,7.64,12.437,0.911,0.6,0.821,0.766,0.29,,
19033,Nuevo León,Linares,84666,4570.098,8.926,13.088,0.893,0.661,0.788,0.775,0.34,,
19034,Nuevo León,Marín,5119,5005.383,8.064,11.422,0.905,0.586,0.802,0.752,0.3,,
19035,Nuevo León,Melchor Ocampo,1483,4821.283,8.032,11.819,0.9,0.596,0.796,0.753,0.3,,
19036,Nuevo León,Mier y Noriega,7652,1929.319,5.434,10.681,0.851,0.478,0.658,0.644,0.38,,
19037,Nuevo León,Mina,6048,5622.255,7.509,11.887,0.922,0.581,0.819,0.76,0.31,,
19038,Nuevo León,Montemorelos,67428,5216.701,9.263,12.124,0.889,0.646,0.808,0.774,0.32,,
19039,Nuevo León,Monterrey,1142994,6643.935,11.079,13.21,0.925,0.736,0.845,0.832,0.38,,
19040,Nuevo León,Parás,906,5418.513,8.131,11.643,0.898,0.594,0.814,0.757,0.31,,
19041,Nuevo León,Pesquería,147624,4543.585,9.393,10.874,0.821,0.615,0.787,0.735,0.28,,
19042,Nuevo León,Los Ramones,5389,3844.223,6.902,10.993,0.872,0.535,0.762,0.709,0.31,,
19043,Nuevo León,Rayones,2377,3078.398,6.052,9.982,0.896,0.479,0.728,0.679,0.33,,
19044,Nuevo León,Sabinas Hidalgo,34709,5000.459,9.129,13.19,0.859,0.671,0.802,0.773,0.32,,
19045,Nuevo León,Salinas Victoria,86766,4364.574,9.05,10.917,0.909,0.605,0.781,0.755,0.29,,
19046,Nuevo León,San Nicolás de los Garza,412199,6779.461,11.228,14.204,0.918,0.769,0.848,0.843,0.32,,
19047,Nuevo León,Hidalgo,16086,4877.035,8.951,11.516,0.864,0.618,0.798,0.753,0.32,,
19048,Nuevo León,Santa Catarina,306322,5903.777,10.371,13.198,0.911,0.712,0.827,0.813,0.32,,
19049,Nuevo León,Santiago,46784,7091.388,10.077,13.169,0.91,0.702,0.854,0.817,0.35,,
