clave,entidad,municipio,poblacion,ing_corr_tot_pc,anios_esc_mean,anios_esc_esp,ss_subin_salud,se_subin_educ,si_subin_ing,idh,gini,,
30199,Veracruz de Ignacio de la Llave,Zaragoza,11899,2018.847,6.723,11.905,0.811,0.555,0.665,0.669,0.33,,
30200,Veracruz de Ignacio de la Llave,Zentla,12581,1970.382,6.272,10.323,0.884,0.496,0.661,0.662,0.31,,
30201,Veracruz de Ignacio de la Llave,Zongolica,45028,1458.431,5.827,11.271,0.866,0.507,0.615,0.647,0.43,,
30202,Veracruz de Ignacio de la Llave,Zontecomatlán de López y Fuentes,14644,1153.711,4.498,11.42,0.801,0.467,0.58,0.601,0.33,,
30203,Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo,14524,1396.464,5.475,11.955,0.819,0.515,0.609,0.635,0.37,,
30204,Veracruz de Ignacio de la Llave,Agua Dulce,44104,3198.631,9.097,13.504,0.89,0.678,0.734,0.762,0.36,,
30205,Veracruz de Ignacio de la Llave,El Higo,19402,2607.118,7.953,13.195,0.88,0.632,0.703,0.731,0.34,,
30206,Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río,29209,3351.773,9.431,14.152,0.892,0.707,0.741,0.776,0.34,,
30207,Veracruz de Ignacio de la Llave,Tres Valles,44978,2515.694,7.16,11.48,0.888,0.558,0.698,0.702,0.33,,
30208,Veracruz de Ignacio de la Llave,Carlos A. Carrillo,23376,3213.966,7.521,12.079,0.886,0.586,0.735,0.725,0.3,,
30209,Veracruz de Ignacio de la Llave,Tatahuicapan de Juárez,15044,1674.496,5.596,11.233,0.734,0.499,0.636,0.615,0.36,,
30210,Veracruz de Ignacio de la Llave,Uxpanapa,30891,1560.909,5.853,11.206,0.862,0.506,0.626,0.649,0.35,,
30211,Veracruz de Ignacio de la Llave,San Rafael,30351,2570.447,7.649,11.716,0.889,0.58,0.701,0.712,0.31,,
30212,Veracruz de Ignacio de la Llave,Santiago Sochiapan,13062,1445.8,4.595,10.456,0.862,0.444,0.614,0.617,0.32,,
31001,Yucatán,Abalá,6550,2381.241,6.064,11.542,0.799,0.523,0.69,0.66,0.28,,
31002,Yucatán,Acanceh,16772,2923.916,7.979,13.272,0.863,0.635,0.721,0.734,0.32,,
31003,Yucatán,Akil,12285,1960.214,6.75,11.063,0.8,0.532,0.66,0.655,0.35,,
31004,Yucatán,Baca,6195,3456.068,8.103,13.695,0.858,0.651,0.746,0.747,0.3,,
31005,Yucatán,Bokobá,2167,2491.843,6.812,13.245,0.852,0.595,0.696,0.707,0.28,,
31006,Yucatán,Buctzotz,9159,2187.555,6.465,12.451,0.795,0.561,0.677,0.671,0.33,,
31007,Yucatán,Cacalchén,7490,3003.66,7.248,12.138,0.843,0.579,0.725,0.707,0.3,,
31008,Yucatán,Calotmul,3949,1644.357,6.006,12.283,0.887,0.541,0.634,0.673,0.34,,
31009,Yucatán,Cansahcab,4466,3220.179,7.624,13.939,0.89,0.641,0.735,0.749,0.34,,
31010,Yucatán,Cantamayec,2755,1488.908,5.451,10.748,0.782,0.48,0.619,0.615,0.32,,
31011,Yucatán,Celestún,8389,2093.435,6.433,10.705,0.793,0.512,0.67,0.648,0.32,,
31012,Yucatán,Cenotillo,3736,1820.044,6.43,12.641,0.775,0.565,0.649,0.658,0.33,,
31013,Yucatán,Conkal,16671,4711.621,10.642,14.106,0.89,0.747,0.793,0.808,0.38,,
31014,Yucatán,Cuncunul,1714,1456.346,6.984,12.95,0.783,0.593,0.615,0.658,0.34,,
31015,Yucatán,Cuzamá,5560,2528.971,6.362,11.395,0.761,0.529,0.699,0.655,0.28,,
31016,Yucatán,Chacsinkín,3104,1288.962,5.638,11.342,0.694,0.503,0.597,0.593,0.35,,
31017,Yucatán,Chankom,4686,1233.686,5.68,11.993,0.687,0.522,0.59,0.596,0.35,,
31018,Yucatán,Chapab,3385,2080.926,6.998,13.009,0.888,0.595,0.669,0.707,0.32,,
31019,Yucatán,Chemax,38934,1321.874,5.013,10.58,0.692,0.461,0.601,0.577,0.36,,
31020,Yucatán,Chicxulub Pueblo,4497,3229.01,8.729,13.609,0.885,0.669,0.736,0.758,0.34,,
31021,Yucatán,Chichimilá,9406,1513.404,6.405,12.249,0.678,0.554,0.621,0.616,0.41,,
31022,Yucatán,Chikindzonot,4363,974.361,5.611,11.719,0.68,0.513,0.555,0.578,0.36,,
31023,Yucatán,Chocholá,4863,3004.524,8.014,13.729,0.813,0.648,0.725,0.726,0.3,,
31024,Yucatán,Chumayel,3244,1930.72,5.58,12.141,0.613,0.523,0.658,0.595,0.31,,
31025,Yucatán,Dzán,6003,2294.36,7.312,12.894,0.833,0.602,0.684,0.7,0.32,,
31026,Yucatán,Dzemul,3622,3509.616,7.673,13.779,0.892,0.639,0.748,0.752,0.31,,
31027,Yucatán,Dzidzantún,8345,3159.719,9.028,14.121,0.884,0.693,0.732,0.765,0.36,,
31028,Yucatán,Dzilam de Bravo,2936,2441.45,8.071,12.621,0.892,0.62,0.693,0.726,0.33,,
31029,Yucatán,Dzilam González,6240,2327.748,7.141,12.013,0.824,0.572,0.686,0.686,0.35,,
31030,Yucatán,Dzitás,4015,2168.978,5.88,11.451,0.848,0.514,0.675,0.665,0.32,,
31031,Yucatán,Dzoncauich,2818,1823.508,6.057,13.139,0.774,0.567,0.649,0.658,0.32,,
31032,Yucatán,Espita,16779,1591.317,6,11.645,0.697,0.523,0.629,0.612,0.35,,
31033,Yucatán,Halachó,21255,2325.099,6.944,12.444,0.767,0.577,0.686,0.672,0.33,,
31034,Yucatán,Hocabá,6514,2425.583,6.333,11.965,0.684,0.543,0.692,0.636,0.29,,
31035,Yucatán,Hoctún,6384,2363.861,5.931,11.865,0.891,0.527,0.688,0.686,0.34,,
31036,Yucatán,Homún,8090,2342.418,6.531,11.895,0.89,0.548,0.687,0.695,0.3,,
31037,Yucatán,Huhí,5250,2205.15,6.146,11.679,0.758,0.529,0.678,0.648,0.29,,
31038,Yucatán,Hunucmá,35137,2640.558,7.59,12.78,0.836,0.608,0.705,0.71,0.34,,
31039,Yucatán,Ixil,4186,2799.463,7.699,13.255,0.892,0.625,0.714,0.735,0.3,,
31040,Yucatán,Izamal,28555,2596.175,7.391,12.517,0.878,0.594,0.703,0.716,0.32,,
31041,Yucatán,Kanasín,141939,3230.664,8.867,12.204,0.849,0.635,0.736,0.735,0.32,,
31042,Yucatán,Kantunil,5553,1825.177,6.177,11.513,0.759,0.526,0.649,0.637,0.33,,
31043,Yucatán,Kaua,3405,1840.966,6.287,11.917,0.886,0.541,0.651,0.678,0.32,,
31044,Yucatán,Kinchil,7530,2550.2,6.69,12.343,0.873,0.566,0.7,0.702,0.29,,
31045,Yucatán,Kopomá,2677,2419.316,7.598,12.874,0.82,0.611,0.692,0.703,0.28,,
31046,Yucatán,Mama,3296,2143.891,5.954,12.645,0.889,0.55,0.674,0.691,0.31,,
31047,Yucatán,Maní,5968,2150.523,6.311,12.852,0.886,0.567,0.674,0.697,0.33,,
31048,Yucatán,Maxcanú,23991,2689.902,7.043,11.762,0.836,0.561,0.708,0.693,0.33,,
31049,Yucatán,Mayapán,3965,1640.682,5.029,10.221,0.553,0.452,0.633,0.541,0.31,,
31050,Yucatán,Mérida,995129,5001.541,11.152,14.47,0.896,0.774,0.802,0.822,0.35,,
31051,Yucatán,Mocochá,3430,2999.234,7.724,13.237,0.892,0.625,0.724,0.739,0.3,,
31052,Yucatán,Motul,37804,3011.117,8.211,12.973,0.874,0.634,0.725,0.738,0.33,,
31053,Yucatán,Muna,13494,2572.349,7.642,12.424,0.891,0.6,0.701,0.721,0.34,,
31054,Yucatán,Muxupip,2990,3421.688,7.246,13.395,0.892,0.614,0.744,0.741,0.29,,
31055,Yucatán,Opichén,7080,2127.51,6.559,12.103,0.805,0.555,0.673,0.67,0.29,,
31056,Yucatán,Oxkutzcab,33854,2161.846,6.515,11.958,0.84,0.549,0.675,0.678,0.39,,
31057,Yucatán,Panabá,7766,2143.199,6.457,12.616,0.784,0.566,0.674,0.669,0.34,,
31058,Yucatán,Peto,25954,1785.235,6.684,12.322,0.747,0.565,0.646,0.649,0.39,,
31059,Yucatán,Progreso,66008,3999.468,8.883,12.971,0.896,0.656,0.768,0.767,0.33,,
31060,Yucatán,Quintana Roo,976,1598.466,6.772,13.132,0.82,0.591,0.629,0.673,0.35,,
31061,Yucatán,Río Lagartos,3974,3096.007,7.241,11.974,0.751,0.574,0.729,0.68,0.3,,
31062,Yucatán,Sacalum,4962,2523.036,6.791,12.5,0.795,0.574,0.698,0.683,0.33,,
31063,Yucatán,Samahil,5631,2762.238,7.196,12.28,0.858,0.581,0.712,0.708,0.3,,
31064,Yucatán,Sanahcat,1701,2111.516,7.146,13.34,0.892,0.609,0.671,0.714,0.3,,
31065,Yucatán,San Felipe,2118,2826.025,7.522,13.187,0.852,0.617,0.715,0.722,0.31,,
31066,Yucatán,Santa Elena,4220,2215.893,6.501,12.605,0.888,0.567,0.679,0.699,0.32,,
31067,Yucatán,Seyé,10053,2657.491,6.757,11.924,0.891,0.556,0.706,0.705,0.3,,
31068,Yucatán,Sinanché,3206,2594.853,7.338,13.042,0.891,0.607,0.703,0.724,0.31,,
31069,Yucatán,Sotuta,8967,1818.204,6.046,11.967,0.805,0.534,0.649,0.654,0.34,,
31070,Yucatán,Sucilá,3971,2271.475,7.618,13.055,0.848,0.617,0.682,0.709,0.33,,
31071,Yucatán,Sudzal,1949,1903.05,6.583,11.683,0.851,0.544,0.656,0.672,0.33,,
31072,Yucatán,Suma,1857,2317.949,7.613,13.08,0.892,0.617,0.685,0.722,0.3,,
31073,Yucatán,Tahdziú,5854,1089.905,5.432,9.629,0.668,0.449,0.571,0.555,0.36,,
31074,Yucatán,Tahmek,3774,2867.691,7.278,13.398,0.892,0.615,0.718,0.733,0.29,,
31075,Yucatán,Teabo,6921,1875.184,6.036,11.797,0.689,0.529,0.653,0.62,0.32,,
31076,Yucatán,Tecoh,17939,2593.043,6.183,11.538,0.849,0.527,0.702,0.68,0.3,,
31077,Yucatán,Tekal de Venegas,2683,2046.98,6.079,11.604,0.889,0.525,0.667,0.678,0.31,,
31078,Yucatán,Tekantó,3747,2695.362,6.827,12.437,0.892,0.573,0.708,0.712,0.32,,
31079,Yucatán,Tekax,45062,2132.805,7.075,12.026,0.846,0.57,0.673,0.687,0.39,,
31080,Yucatán,Tekit,11020,2204.966,5.363,11.524,0.878,0.499,0.678,0.667,0.3,,
31081,Yucatán,Tekom,3355,1605.947,6.075,13.164,0.773,0.568,0.63,0.652,0.33,,
31082,Yucatán,Telchac Pueblo,3512,3084.936,8.368,13.833,0.892,0.663,0.729,0.756,0.36,,
31083,Yucatán,Telchac Puerto,1915,2687.67,7.36,13.099,0.857,0.609,0.708,0.718,0.33,,
31084,Yucatán,Temax,7037,2289.352,6.494,12.875,0.882,0.574,0.684,0.702,0.32,,
31085,Yucatán,Temozón,16680,1985.958,6.103,11.732,0.679,0.529,0.662,0.62,0.34,,
31086,Yucatán,Tepakán,2133,2143.486,6.162,12.774,0.889,0.56,0.674,0.695,0.32,,
31087,Yucatán,Tetiz,5464,2623.361,5.699,11.668,0.653,0.514,0.704,0.618,0.28,,
31088,Yucatán,Teya,1917,1904.35,6.596,11.799,0.815,0.548,0.656,0.664,0.32,,
31089,Yucatán,Ticul,40495,2525.954,8.393,13.182,0.865,0.646,0.698,0.731,0.37,,
31090,Yucatán,Timucuy,7503,2172.578,5.698,11.663,0.789,0.514,0.676,0.65,0.3,,
31091,Yucatán,Tinum,12700,1563.653,6.753,11.954,0.789,0.557,0.626,0.651,0.36,,
31092,Yucatán,Tixcacalcupul,7888,1259.378,5.858,11.545,0.776,0.516,0.593,0.619,0.34,,
31093,Yucatán,Tixkokob,18420,3423.304,8.983,14.719,0.887,0.708,0.744,0.776,0.33,,
31094,Yucatán,Tixmehuac,5444,1356.543,6.136,11.273,0.694,0.518,0.605,0.601,0.37,,
31095,Yucatán,Tixpéhual,5690,3414.334,8.198,13.414,0.892,0.646,0.744,0.754,0.31,,
31096,Yucatán,Tizimín,80672,2321.685,7.331,12.314,0.803,0.586,0.686,0.686,0.4,,
31097,Yucatán,Tunkás,3684,1842.233,6.368,12.246,0.848,0.552,0.651,0.673,0.35,,
31098,Yucatán,Tzucacab,15346,1778.186,6.459,12.068,0.814,0.551,0.645,0.661,0.36,,
31099,Yucatán,Uayma,4191,1667.816,5.673,11.786,0.693,0.516,0.636,0.611,0.33,,
31100,Yucatán,Ucú,4049,3464.461,7.29,12.396,0.892,0.587,0.746,0.731,0.31,,
31101,Yucatán,Umán,69147,3164.204,8.703,12.522,0.869,0.638,0.732,0.74,0.31,,
31102,Yucatán,Valladolid,85460,2853.837,8.756,13.544,0.825,0.668,0.717,0.734,0.41,,
31103,Yucatán,Xocchel,3451,2415.243,6.627,12.081,0.891,0.556,0.692,0.7,0.3,,
31104,Yucatán,Yaxcabá,16350,1364.611,5.907,11.022,0.578,0.503,0.605,0.56,0.36,,
31105,Yucatán,Yaxkukul,3293,3181.402,8.603,14.052,0.892,0.677,0.733,0.762,0.3,,
31106,Yucatán,Yobaín,2215,2673.69,7.869,14.392,0.735,0.662,0.707,0.701,0.32,,
32001,Zacatecas,Apozol,6260,2948.216,6.636,12.176,0.791,0.559,0.722,0.684,0.31,,
32002,Zacatecas,Apulco,4942,2277.14,6.62,11.212,0.828,0.532,0.683,0.67,0.31,,
32003,Zacatecas,Atolinga,2277,2355.974,6.873,13.317,0.85,0.599,0.688,0.705,0.32,,
32004,Zacatecas,Benito Juárez,4493,2409.968,7.01,12.103,0.808,0.57,0.691,0.683,0.31,,
32005,Zacatecas,Calera,45759,3624.807,8.535,11.659,0.854,0.608,0.753,0.731,0.31,,
32006,Zacatecas,Cañitas de Felipe Pescador,8255,2495.417,7.878,12.453,0.824,0.609,0.697,0.705,0.31,,
32007,Zacatecas,Concepción del Oro,12115,3882.341,8.518,11.85,0.853,0.613,0.763,0.736,0.35,,
32008,Zacatecas,Cuauhtémoc,13466,2291.496,7.599,11.668,0.818,0.577,0.684,0.686,0.36,,
32009,Zacatecas,Chalchihuites,10086,2418.294,7.729,12.001,0.843,0.591,0.692,0.701,0.35,,
32010,Zacatecas,Fresnillo,240532,3410.283,8.633,12.03,0.826,0.622,0.744,0.726,0.35,,
32011,Zacatecas,Trinidad García de la Cadena,3362,3097.615,7.014,11.295,0.849,0.548,0.729,0.697,0.29,,
32012,Zacatecas,Genaro Codina,8168,1770.085,7.223,11.822,0.596,0.569,0.645,0.602,0.31,,
32013,Zacatecas,General Enrique Estrada,6644,2824.708,7.871,12.044,0.822,0.597,0.715,0.705,0.3,,
32014,Zacatecas,General Francisco R. Murguía,20191,2536.191,7.316,11.586,0.774,0.566,0.699,0.674,0.35,,
32015,Zacatecas,El Plateado de Joaquín Amaro,1579,2451.06,6.14,11.725,0.819,0.53,0.694,0.67,0.31,,
32016,Zacatecas,General Pánfilo Natera,23526,2141.82,6.701,11.714,0.835,0.549,0.674,0.676,0.32,,
32017,Zacatecas,Guadalupe,211740,4785.03,11.064,14.282,0.891,0.766,0.795,0.815,0.32,,
32018,Zacatecas,Huanusco,4547,2463.988,6.805,11.463,0.845,0.545,0.695,0.684,0.32,,
32019,Zacatecas,Jalpa,25296,3338.099,8.003,12.135,0.829,0.604,0.741,0.718,0.34,,
32020,Zacatecas,Jerez,59910,3442.586,8.578,13.225,0.847,0.653,0.745,0.744,0.34,,
32021,Zacatecas,Jiménez del Teul,4465,1904.017,7.187,11.024,0.754,0.546,0.656,0.646,0.38,,
32022,Zacatecas,Juan Aldama,19749,2890.816,8.327,12.5,0.782,0.625,0.719,0.706,0.36,,
32023,Zacatecas,Juchipila,12251,3553.035,8.277,13.401,0.857,0.648,0.75,0.747,0.34,,
32024,Zacatecas,Loreto,53709,2955.114,8.667,12.193,0.848,0.628,0.722,0.727,0.39,,
32025,Zacatecas,Luis Moya,13184,2700.328,8.013,12.063,0.853,0.602,0.709,0.714,0.34,,
32026,Zacatecas,Mazapil,17774,2562.526,6.394,10.287,0.755,0.499,0.701,0.642,0.32,,
32027,Zacatecas,Melchor Ocampo,2736,1996.536,6.979,11.09,0.817,0.541,0.663,0.664,0.33,,
32028,Zacatecas,Mezquital del Oro,2451,2213.544,6.301,9.007,0.852,0.46,0.678,0.643,0.32,,
32029,Zacatecas,Miguel Auza,23713,2473.633,7.355,10.86,0.821,0.547,0.695,0.678,0.33,,
32030,Zacatecas,Momax,2446,2477.7,7.062,12.726,0.745,0.589,0.696,0.673,0.31,,
32031,Zacatecas,Monte Escobedo,8683,3000.992,7.206,11.822,0.838,0.569,0.724,0.701,0.3,,
32032,Zacatecas,Morelos,13207,3962.236,9.047,13.507,0.84,0.677,0.766,0.758,0.29,,
32033,Zacatecas,Moyahua de Estrada,4530,2689.462,6.858,13.625,0.849,0.607,0.708,0.715,0.34,,
32034,Zacatecas,Nochistlán de Mejía,27945,3436.405,7.947,13.01,0.844,0.626,0.745,0.733,0.32,,
32035,Zacatecas,Noria de Ángeles,16284,2124.606,7.264,12.129,0.756,0.579,0.672,0.665,0.33,,
32036,Zacatecas,Ojocaliente,44144,2671.553,7.848,11.457,0.823,0.58,0.707,0.696,0.39,,
32037,Zacatecas,Pánuco,17577,2393.122,7.063,10.434,0.81,0.525,0.69,0.665,0.3,,
32038,Zacatecas,Pinos,72241,2060.095,7.494,11.563,0.814,0.571,0.668,0.677,0.37,,
32039,Zacatecas,Río Grande,64535,3073.075,8.569,13.094,0.875,0.649,0.728,0.745,0.36,,
32040,Zacatecas,Sain Alto,21844,2074.898,7.676,11.824,0.779,0.584,0.669,0.673,0.32,,
32041,Zacatecas,El Salvador,2509,2098.969,6.256,11.357,0.675,0.524,0.67,0.619,0.31,,
32042,Zacatecas,Sombrerete,63665,3265.115,8.327,12.597,0.83,0.627,0.737,0.727,0.33,,
32043,Zacatecas,Susticacán,1365,2233.962,6.626,13.67,0.83,0.601,0.68,0.697,0.33,,
32044,Zacatecas,Tabasco,16588,2577.122,7.374,12.03,0.776,0.58,0.701,0.681,0.34,,
32045,Zacatecas,Tepechitlán,8321,2739.465,7.523,12.472,0.834,0.597,0.711,0.708,0.32,,
32046,Zacatecas,Tepetongo,6490,2300.618,6.116,12.129,0.754,0.541,0.684,0.653,0.3,,
32047,Zacatecas,Teúl de González Ortega,5356,3647.605,8.039,12.627,0.782,0.619,0.754,0.714,0.31,,
32048,Zacatecas,Tlaltenango de Sánchez Román,27302,3753.713,8.609,12.647,0.816,0.638,0.758,0.734,0.33,,
32049,Zacatecas,Valparaíso,32461,3022.653,7.723,12.821,0.832,0.614,0.726,0.718,0.35,,
32050,Zacatecas,Vetagrande,10276,2486.653,7.933,12.366,0.854,0.608,0.696,0.712,0.32,,
32051,Zacatecas,Villa de Cos,34623,2126.398,7.014,11.027,0.83,0.54,0.672,0.67,0.35,,
32052,Zacatecas,Villa García,19525,3065.694,8.589,12.708,0.824,0.639,0.728,0.727,0.33,,
32053,Zacatecas,Villa González Ortega,13208,2302.04,7.269,12.089,0.846,0.578,0.684,0.694,0.35,,
32054,Zacatecas,Villa Hidalgo,19446,1769.28,7.175,10.874,0.808,0.541,0.645,0.656,0.35,,
32055,Zacatecas,Villanueva,31558,2709.767,7.643,12.473,0.852,0.601,0.709,0.713,0.33,,
32056,Zacatecas,Zacatecas,149607,4733.52,11.525,14.895,0.889,0.798,0.793,0.825,0.35,,
32057,Zacatecas,Trancoso,20455,2342.341,8.078,11.4,0.825,0.586,0.687,0.692,0.37,,
32058,Zacatecas,Santa María de la Paz,2767,2347.31,7.314,13.064,0.868,0.607,0.687,0.713,0.33,,
23010,Quintana Roo,Bacalar,41754,2237.267,7.397,11.92,ND,0.578,0.68,ND,0.48,,
20601,Oaxaca,Oaxaca-Región Valles Centrales,650431,4291.311,10.488,13.999,0.867,0.738,0.776,0.792,0.37,,
20602,Oaxaca,Oaxaca-Región Papaloapam,50255,1189.124,4.875,10.247,0.643,0.447,0.583,0.551,0.37,,
20603,Oaxaca,Oaxaca-Región Mixteca,9250,1370.657,6.439,11.585,0.828,0.536,0.602,0.644,0.37,,
20604,Oaxaca,Oaxaca-Región Cañada,52434,1362.622,5.369,11.272,0.607,0.492,0.591,0.561,0.37,,
20605,Oaxaca,Oaxaca-Región Valles Centrales,49863,1927.907,5.416,10.64,0.831,0.476,0.651,0.636,0.37,,
20606,Oaxaca,Oaxaca-Región Valles Centrales,156091,3163.585,9.077,13.198,0.845,0.669,0.712,0.738,0.37,,
20607,Oaxaca,Oaxaca-Región Mixteca,152129,2585.405,7.483,11.93,0.77,0.581,0.687,0.675,0.37,,
20608,Oaxaca,Oaxaca-Región Sierra Norte,36084,1614.835,6.931,12.587,0.73,0.581,0.625,0.642,0.37,,
20609,Oaxaca,Oaxaca-Región Costa,195673,2152.664,6.55,11.612,0.826,0.541,0.664,0.667,0.37,,
20610,Oaxaca,Oaxaca-Región Itsmo,391252,3152.032,7.489,12.743,0.833,0.604,0.725,0.714,0.37,,
20611,Oaxaca,Oaxaca-Región Costa,120893,2058.264,5.896,10.892,0.809,0.499,0.663,0.644,0.37,,
20612,Oaxaca,Oaxaca-Región Mixteca,68930,1357.924,4.756,10.562,0.774,0.452,0.589,0.591,0.37,,
20613,Oaxaca,Oaxaca-Región Sierra Sur,138628,1734.477,5.959,11.304,0.732,0.513,0.631,0.618,0.37,,
20614,Oaxaca,Oaxaca-Región Sierra Norte,110427,1373.754,5.342,11.027,0.648,0.484,0.603,0.574,0.37,,
20615,Oaxaca,Oaxaca-Región Mixteca,62305,1538.51,6.892,12.461,0.715,0.576,0.614,0.633,0.37,,
20616,Oaxaca,Oaxaca-Región Valles Centrales,80546,2383.583,6.829,11.825,0.764,0.556,0.68,0.661,0.37,,
20617,Oaxaca,Oaxaca-Región Costa,227742,2532.184,6.71,11.094,0.816,0.532,0.685,0.668,0.37,,
20618,Oaxaca,Oaxaca-Región Sierra Sur,96411,1547.425,6.378,11.815,0.772,0.541,0.622,0.638,0.37,,
20619,Oaxaca,Oaxaca-Región Mixteca,32760,1537.57,4.751,10.766,0.829,0.457,0.62,0.617,0.37,,
20620,Oaxaca,Oaxaca-Región Sierra Sur,83602,1003.141,4.941,10.406,0.629,0.454,0.553,0.54,0.37,,
20621,Oaxaca,Oaxaca-Región Itsmo,251727,3420.068,8.046,13.22,0.791,0.635,0.736,0.718,0.37,,
20622,Oaxaca,Oaxaca-Región Cañada,147891,1317.646,5.123,11.148,0.651,0.48,0.584,0.568,0.37,,
20623,Oaxaca,Oaxaca-Región Mixteca,35027,1932.868,7.443,12.727,0.789,0.602,0.645,0.674,0.37,,
20624,Oaxaca,Oaxaca-Región Valles Centrales,138571,2365.344,6.645,11.668,0.671,0.546,0.677,0.628,0.37,,
20625,Oaxaca,Oaxaca-Región Mixteca,116874,1829.597,7.371,12.884,0.731,0.604,0.632,0.653,0.37,,
20626,Oaxaca,Oaxaca-Región Papaloapam,427134,2315.38,7.111,12.046,0.815,0.572,0.677,0.68,0.37,,
20627,Oaxaca,Oaxaca-Región Sierra Norte,30568,1388.52,5.936,11.706,0.772,0.523,0.604,0.625,0.37,,
20628,Oaxaca,Oaxaca-Región Sierra Sur,34389,1352.851,5.915,10.8,0.817,0.497,0.598,0.624,0.37,,
20629,Oaxaca,Oaxaca-Región Valles Centrales,60956,2777.508,8.183,12.606,0.554,0.623,0.699,0.622,0.37,,
20630,Oaxaca,Oaxaca-Región Valles Centrales,61861,2365.694,7.149,12.281,0.701,0.579,0.678,0.651,0.37,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
